序号,ID,标题,类型标签,网盘类目,年份,模块,是否已提取百度链接,转存状态,提取码,解压密码,云桥链接,百度链接,备注
98,76149,Adobe Photoshop 2026 v27.5.0 Multilingual MacOS与win版本,Photoshop教程,Photoshop教程,2026,软件插件,无,failed,yq16073,yunqiaonet,https://www.yunqiaonet.com/goto?down=ZEVuWlRSNlFoSlhTYW42ZmYwYjdiRk80WWExWEJtWVk,,待补链接
99,76066,风格化肖像数字绘画从基础到精通,综合教程,综合教程,2026,未分类,无,failed,YQ16075,yunqiaonet,https://www.yunqiaonet.com/goto?down=WUg4UDF1WWtKR3pTYW42ZmYwYjdiRk80WWExWEJtWVk,,待补链接
100,79165,Nuke 高级合成实战视觉特效案例完全解析,合成教程、Nuke教程,Nuke教程,2026,教程课程,无,failed,yq16071,yunqiaonet,https://www.yunqiaonet.com/goto?down=Um5PRHp4MmxiUnJTYW42ZmYwYjdiRk80WWExWEJtWVk,,待补链接
101,79082,Marvelous Designer 入门指南,Marvelous教程,Marvelous教程,2026,教程课程,无,failed,yq16037,yunqiaonet,https://www.yunqiaonet.com/goto?down=ZXQ4c25MTlQzcC9TYW42ZmYwYjdiRk80WWExWEJtWVk,,待补链接
102,79087,战术背心全流程制作教程：覆盖建模、拓扑、UV、贴图与渲染,贴图教程、模型教程,综合教程,2026,教程课程,无,failed,yq16038,yunqiaonet,https://www.yunqiaonet.com/goto?down=RmV5SERNMGdrZ0xTYW42ZmYwYjdiRk80WWExWEJtWVk,,待补链接
103,79034,2D/3D 游戏特效专用：一站式风格化纹理资源包,贴图素材、合成素材、模型素材,综合素材,2026,材质贴图,无,failed,,yunqiaonet,https://www.yunqiaonet.com/goto?down=bWdoRENGYmduc0hTYW42ZmYwYjdiRk80WWExWEJtWVk,,待补链接
104,79045,UE资源合集 Unreal Engine Bundle 4 May 2026,UE素材,UE素材,2026,虚幻商城资产,无,failed,yq16021,yunqiaonet,https://www.yunqiaonet.com/goto?down=Ty91L0c1alFDbmJTYW42ZmYwYjdiRk80WWExWEJtWVk,,待补链接
105,6191,极光天空山脉沙漠场景 – Elite Landscapes: Desert II,模型素材,模型素材,2026,模型,无,failed,yq16025,yunqiaonet,https://www.yunqiaonet.com/goto?down=WjBLTFdjZWh2UFlpcWJjbWZaUjlSVWZoeWdDaCtCZnQ,,待补链接
106,79041,UE5中基于物理的电影级光照系统构建,UE素材,UE素材,2026,未分类,无,failed,yq16020,yunqiaonet,https://www.yunqiaonet.com/goto?down=NWdoWGppWnUzbGVncWVGZlJwWEpoTUs2SGIybVlTcDc,,待补链接
107,79032,从零到AAA：学会建模、贴图、灯光与电影级呈现，打造专业游戏环境,贴图教程、模型教程,综合教程,2026,教程课程,无,failed,yq16016,yunqiaonet,https://www.yunqiaonet.com/goto?down=elduc3BPVjBMcWZTYW42ZmYwYjdiRk80WWExWEJtWVk,,待补链接
108,78158,后世界末日沙漠环境 – Post Apocalyptic Desert Environment ( Post Desert Apocalyptic Wild Desert 3D ),模型教程,模型教程,2026,未分类,无,failed,yq16012,yunqiaonet,https://www.yunqiaonet.com/goto?down=R0NqT29MS0NObGZTYW42ZmYwYjdiRk80WWExWEJtWVk,,待补链接
109,78987,Mari硬表面与生物纹理实战：从节点搭建到影视级材质,贴图教程,贴图教程,2026,教程课程,无,failed,yq16007,yunqiaonet,https://www.yunqiaonet.com/goto?down=bXBrelNaZllLTG5TYW42ZmYwYjdiRk80WWExWEJtWVk,,待补链接
110,78989,Adobe Substance 3D Sampler 6.0.1 winx64 破解版,Substance教程,Substance教程,2026,软件插件,无,failed,,yunqiaonet,https://www.yunqiaonet.com/goto?down=a2NaZXBXajAyemlsWEJqemh4b2tmWjhEMVdhRDdIT1A,,待补链接
111,78981,Boris FX Sapphire 2026.5 winx64,软件教程,软件教程,2026,软件插件,无,failed,,yunqiaonet,https://www.yunqiaonet.com/goto?down=VU9hVys3ZTVDZWlsWEJqemh4b2tmWjhEMVdhRDdIT1A,,待补链接
112,78959,UE5蓝图打造第三人称游戏全流程,UE教程,UE教程,2026,教程课程,无,failed,yq15993,yunqiaonet,https://www.yunqiaonet.com/goto?down=dkQ3NE93cnBzbHVncWVGZlJwWEpoTUs2SGIybVlTcDc,,待补链接
113,78995,基础到全栈Python：自动化、AI、GUI与数据科学一站式训练营,软件教程,软件教程,2026,教程课程,无,failed,,yunqiaonet,https://www.yunqiaonet.com/goto?down=c0FRdjhwK0xKYnZTYW42ZmYwYjdiRk80WWExWEJtWVk,,待补链接
114,79003,UE资产合集包 Unreal Engine Bundle 3 May 2026,模型素材、UE素材,UE素材,2026,模型,无,failed,yq16006,yunqiaonet,https://www.yunqiaonet.com/goto?down=Q2NZM1RiTE9qUVRTYW42ZmYwYjdiRk80WWExWEJtWVk,,待补链接
115,78914,ComfyUI深度应用之Ai视频生成实操课,AI教程、视频教程,综合教程,2026,教程课程,无,failed,yq15988,yunqiaonet,https://www.yunqiaonet.com/goto?down=RzhjcDJGNXJWV2pTYW42ZmYwYjdiRk80WWExWEJtWVk,,待补链接
116,78807,将ComfyUI整合进VFX工作流中-AI赋能影视特效制作进阶实战课程,AI教程、合成教程,综合教程,2026,教程课程,无,failed,yq16011,yunqiaonet,https://www.yunqiaonet.com/goto?down=aGFEVW5zeVRBNkRTYW42ZmYwYjdiRk80WWExWEJtWVk,,待补链接
117,6217,芦苇植物模型 – Nanite Reed Vol.1,模型素材,模型素材,2026,模型,无,failed,yq16001,yunqiaonet,https://www.yunqiaonet.com/goto?down=TUE1ekpaOEZRNkFpcWJjbWZaUjlSVWZoeWdDaCtCZnQ,,待补链接
118,6233,MW 枯死的云杉森林树木群落 – MW Dead Spruce Forest Trees Biome,模型教程,模型教程,2026,未分类,无,failed,yq16000,yunqiaonet,https://www.yunqiaonet.com/goto?down=RWtENXRac3BiM29pcWJjbWZaUjlSVWZoeWdDaCtCZnQ,,待补链接
119,78822,Houdini科幻影视特电流效制作完全指南,Houdini教程,Houdini教程,2026,教程课程,无,failed,yq15953,yunqiaonet,https://www.yunqiaonet.com/goto?down=OW1sWG1VZlZaSkhTYW42ZmYwYjdiRk80WWExWEJtWVk,,待补链接
120,78826,21GB灵感宝库：电影级音效与配乐一站式套装,音效素材,音效素材,2026,配乐音效,无,failed,yq15956,yunqiaonet,https://www.yunqiaonet.com/goto?down=M3l5VVJJWllyZmpTYW42ZmYwYjdiRk80WWExWEJtWVk,,待补链接
121,78832,"3,000+ 预制旋律与鼓组：顶级制作人灵感音色库",综合教程,综合教程,2026,未分类,无,failed,yq15959,yunqiaonet,https://www.yunqiaonet.com/goto?down=OGxzaS9qZXhibktncWVGZlJwWEpoTUs2SGIybVlTcDc,,待补链接
122,78835,PREDATOR 制作套装——十套未发布旋律库解锁现代音乐密码,音效教程,音效教程,2026,未分类,无,failed,yq15958,yunqiaonet,https://www.yunqiaonet.com/goto?down=MW5GUjY1Y0ZmWldncWVGZlJwWEpoTUs2SGIybVlTcDc,,待补链接
123,60861,C4D等距房间制作课程 Patata School – How to Make an Isometric Room in Cinema 4D and Octane,C4D教程,C4D教程,2026,教程课程,无,failed,YQ10316,yunqiaonet,https://www.yunqiaonet.com/goto?down=MHBtNEx3aXJRVVBTYW42ZmYwYjdiRk80WWExWEJtWVk,,待补链接
124,78184,风格化松树环境 – Stylized Pine Environment – Build a Modular Fort – By Kekdot,模型教程,模型教程,2026,未分类,无,failed,yq15965,yunqiaonet,https://www.yunqiaonet.com/goto?down=eUx2d0xGMlE0Q1hTYW42ZmYwYjdiRk80WWExWEJtWVk,,待补链接
125,66087,Houdini与Nuke粒子特效制作与合成课程 Particle FX in Houdini & Nuke,合成教程、Houdini教程、Nuke教程,综合教程,2026,教程课程,无,failed,YQ13706,yunqiaowang.cn,https://www.yunqiaonet.com/goto?down=dThvT0tKVEloL2pTYW42ZmYwYjdiRk80WWExWEJtWVk,,待补链接
126,70233,Houdini与Nuke粒子特效制作大师课,合成教程、Houdini教程、Nuke教程,综合教程,2026,教程课程,无,failed,YQ13706,yunqiaowang.cn,https://www.yunqiaonet.com/goto?down=a3pIelUzbUt2RHpTYW42ZmYwYjdiRk80WWExWEJtWVk,,待补链接
127,78839,3DS Max 游艇写实渲染与动画完全指南,3dsMax教程,3dsMax教程,2026,教程课程,无,failed,yq15960,yunqiaonet,https://www.yunqiaonet.com/goto?down=NEUyL0dJdjlacTNTYW42ZmYwYjdiRk80WWExWEJtWVk,,待补链接
128,78812,UE5影视级过场动画完全指南,UE教程,UE教程,2026,教程课程,无,failed,yq15950,yunqiaonet,https://www.yunqiaonet.com/goto?down=WE1VNnpkWlkxZ2VncWVGZlJwWEpoTUs2SGIybVlTcDc,,待补链接
129,78805,UE商城素材合集包 Unreal Engine Bundle 3 Apr 2026,UE素材、模型素材,UE素材,2026,虚幻商城资产,无,failed,yq15939,yunqiaonet,https://www.yunqiaonet.com/goto?down=elFNblJSbmwrbmZTYW42ZmYwYjdiRk80WWExWEJtWVk,,待补链接
130,78801,UE商城资源素材 Unreal Engine Bundle 1 May 2026,UE素材,UE素材,2026,虚幻商城资产,无,failed,yq15938,yunqiaonet,https://www.yunqiaonet.com/goto?down=RkV4NUVTZ0ZHQXZTYW42ZmYwYjdiRk80WWExWEJtWVk,,待补链接
131,77124,Houdini中的魔法特效制作大师课,合成教程、Houdini教程,Houdini教程,2026,教程课程,无,failed,yq14912,yunqiaonet,https://www.yunqiaonet.com/goto?down=dEhyT002dDlyRlBTYW42ZmYwYjdiRk80WWExWEJtWVk,,待补链接
132,78186,更新UE5.7动作捕捉动画根运动清理与修复工具 – Root Motion Fix Tool,软件教程、UE教程,综合教程,2026,软件插件,无,failed,,yunqiaonet,https://www.yunqiaonet.com/goto?down=TjlYcHhla3ZlUFBTYW42ZmYwYjdiRk80WWExWEJtWVk,,待补链接
133,78209,风格化的地牢城堡 – Stylized Dungeon Castle,模型教程,模型教程,2026,未分类,无,failed,yq15932,yunqiaonet,https://www.yunqiaonet.com/goto?down=cmQyME5WS3F1QURTYW42ZmYwYjdiRk80WWExWEJtWVk,,待补链接
134,76891,Adobe Lightroom Classic 2026 v15.3 winx64 破解版,软件教程,软件教程,2026,教程课程,无,failed,yq15929,yunqiaonet,https://www.yunqiaonet.com/goto?down=Z3VhS25QdlhsbURTYW42ZmYwYjdiRk80WWExWEJtWVk,,待补链接
135,76897,Adobe Premiere Pro 2026 v26.0.0 win x64与Mac破解版,软件教程、视频教程,综合教程,2026,软件插件,无,failed,yq15927,yunqiaonet,https://www.yunqiaonet.com/goto?down=dGlKV05GQURzUGJTYW42ZmYwYjdiRk80WWExWEJtWVk,,待补链接
136,76901,Adobe Media Encoder 2026 v26.2.2 win x64 破解版,软件教程,软件教程,2026,软件插件,无,failed,yq15926,yunqiaonet,https://www.yunqiaonet.com/goto?down=NndxZFlzckVRRWlsWEJqemh4b2tmWjhEMVdhRDdIT1A,,待补链接
137,76909,Adobe After Effects 2026 v26.2 win x64 破解版,软件教程、视频教程,综合教程,2026,软件插件,无,failed,yq15925,yunqiaonet,https://www.yunqiaonet.com/goto?down=R0w1ZFl1L1gvZXpTYW42ZmYwYjdiRk80WWExWEJtWVk,,待补链接
138,78567,Autodesk Factory Design Utilities 2027 Multilanguage,软件教程,软件教程,2026,未分类,无,failed,,yunqiaonet,https://www.yunqiaonet.com/goto?down=K3M2b3pQRzB5TGFsWEJqemh4b2tmWjhEMVdhRDdIT1A,,待补链接
139,78569,Autodesk Maya Creative 2027 win,Maya教程,Maya教程,2026,软件插件,无,failed,,yunqiaonet,https://www.yunqiaonet.com/goto?down=VHZkdE9NYVRMWWJTYW42ZmYwYjdiRk80WWExWEJtWVk,,待补链接
140,6347,军事与现代战争 Vfx 包 – Military & Modern Warfare Vfx Pack,合成教程、模型教程,综合教程,2026,未分类,无,failed,yq15273,yunqiaonet,https://www.yunqiaonet.com/goto?down=RC9wbzdQWmxQRG9pcWJjbWZaUjlSVWZoeWdDaCtCZnQ,,待补链接
141,6332,更新v2.1电影汽车装备 – Cinematic Car Rig v2.1,软件教程,软件教程,2026,软件插件,无,failed,yq15262,yunqiaonet,https://www.yunqiaonet.com/goto?down=UzNTdDUvOHlqL1lpcWJjbWZaUjlSVWZoeWdDaCtCZnQ,,待补链接
142,78551,UE5.7大电影短片制作全流程大师课,UE教程,UE教程,2026,教程课程,无,failed,yq15229,yunqiaonet,https://www.yunqiaonet.com/goto?down=dlpJT01NUkRVOE9ncWVGZlJwWEpoTUs2SGIybVlTcDc,,待补链接
143,78522,UE5.7电影级汽车可视化VFX全攻略：Niagara实时特效从入门到进阶,UE教程、合成教程,综合教程,2026,教程课程,无,failed,yq15226,yunqiaonet,https://www.yunqiaonet.com/goto?down=ckdrSVNURlVVVGVncWVGZlJwWEpoTUs2SGIybVlTcDc,,待补链接
144,78224,科幻环境 – SciFi Environment — ‘The Orb’,模型教程,模型教程,2026,未分类,无,failed,yq15230,yunqiaonet,https://www.yunqiaonet.com/goto?down=Y0x3SDEyQzhmSW5TYW42ZmYwYjdiRk80WWExWEJtWVk,,待补链接
145,77167,Maya打造电影级大型猫科动物行走循环动画,Maya教程,Maya教程,2026,未分类,无,failed,yq14918,yunqiaonet,https://www.yunqiaonet.com/goto?down=NDJuWXQ4c2RGUWJTYW42ZmYwYjdiRk80WWExWEJtWVk,,待补链接
146,78611,Blender插件 Cascade – 实时布料仿真：为您的3D场景注入生命力,模型教程、Blender教程,Blender教程,2026,软件插件,无,failed,yq12877,yunqiaonet,https://www.yunqiaonet.com/goto?down=TkswR0xkeTZFTjNTYW42ZmYwYjdiRk80WWExWEJtWVk,,待补链接
147,6251,女性之矛动画 – Female_Spear,综合教程,综合教程,2026,未分类,无,failed,yq15225,yunqiaonet,https://www.yunqiaonet.com/goto?down=Y2VsTGhKSE81UjBpcWJjbWZaUjlSVWZoeWdDaCtCZnQ,,待补链接
148,78592,"Chaos V-Ray 7, Update 2.1 (7.20.01) for Blender 破解版",Blender教程,Blender教程,2026,软件插件,无,failed,yq15217,yunqiaonet,https://www.yunqiaonet.com/goto?down=VEozdTdaa05qeURTYW42ZmYwYjdiRk80WWExWEJtWVk,,待补链接
149,78590,UE商城素材资产合集 Unreal Engine Bundle 5 Apr 2026,UE素材、模型素材,UE素材,2026,虚幻商城资产,无,failed,yq15216,yunqiaonet,https://www.yunqiaonet.com/goto?down=b2FqalNaYjE5TkhTYW42ZmYwYjdiRk80WWExWEJtWVk,,待补链接
150,78583,用Python复刻经典：从零打造吃豆人游戏,软件教程,软件教程,2026,教程课程,无,failed,yq15213,yunqiaonet,https://www.yunqiaonet.com/goto?down=ZEtvSnROTndNd1BTYW42ZmYwYjdiRk80WWExWEJtWVk,,待补链接
151,78575,AutoCAD 2027 从入门到精通：精准绘图、设计管理与实战项目,软件教程,软件教程,2026,教程课程,无,failed,,yunqiaonet,https://www.yunqiaonet.com/goto?down=a0lnVFR2cUNJVDNTYW42ZmYwYjdiRk80WWExWEJtWVk,,待补链接
152,78162,全息材质 – Holographic materials Vol 2,贴图素材,贴图素材,2026,材质贴图,无,failed,yq15206,yunqiaonet,https://www.yunqiaonet.com/goto?down=WnM3Mkd2emIxbGpTYW42ZmYwYjdiRk80WWExWEJtWVk,,待补链接
153,78526,Autodesk Flame 2027 MacOS U2B x64,软件教程,软件教程,2026,软件插件,无,failed,,yunqiaonet,https://www.yunqiaonet.com/goto?down=bHpudlVxWXBCUXVsWEJqemh4b2tmWjhEMVdhRDdIT1A,,待补链接
154,78532,Autodesk VRED Professional 2027 winx64 破解版,软件教程,软件教程,2026,软件插件,无,failed,,yunqiaonet,https://www.yunqiaonet.com/goto?down=WEFDdy9MUElFL3FsWEJqemh4b2tmWjhEMVdhRDdIT1A,,待补链接
155,78534,UE资源合集 Unreal Engine Bundle 4 Apr 2026,UE素材,UE素材,2026,虚幻商城资产,无,failed,yq15195,yunqiaonet,https://www.yunqiaonet.com/goto?down=THkxa1J3MCtKRkhTYW42ZmYwYjdiRk80WWExWEJtWVk,,待补链接
156,78530,Autodesk Alias AutoStudio 2027 x64,软件教程,软件教程,2026,软件插件,无,failed,,yunqiaonet,https://www.yunqiaonet.com/goto?down=aDBQcEhqeHdGWTZsWEJqemh4b2tmWjhEMVdhRDdIT1A,,待补链接
157,78248,Lupinhouse出品Maya灯光课程2合1,Maya教程,Maya教程,2026,教程课程,无,failed,yq15096,yunqiaonet,https://www.yunqiaonet.com/goto?down=UFZtSUJLb2tqWXZTYW42ZmYwYjdiRk80WWExWEJtWVk,,待补链接
158,78409,Maya硬表面建模三部曲（3）收音机与复杂组件制作,模型教程、Maya教程,Maya教程,2026,教程课程,无,failed,yq15135,yunqiaonet,https://www.yunqiaonet.com/goto?down=U2dRRjZaaHFPV0RTYW42ZmYwYjdiRk80WWExWEJtWVk,,待补链接
159,78481,200+高精度工业模型组件套装合集,模型素材,模型素材,2026,模型,无,failed,yq15179,yunqiaonet,https://www.yunqiaonet.com/goto?down=OGNzK3BnSVk1N2lncWVGZlJwWEpoTUs2SGIybVlTcDc,,待补链接
160,78497,UE5游戏技术动画入门：从角色系统到可玩角色,UE教程、模型教程,综合教程,2026,教程课程,无,failed,yq15183,yunqiaonet,https://www.yunqiaonet.com/goto?down=SXpqVDJaM0NiVm1ncWVGZlJwWEpoTUs2SGIybVlTcDc,,待补链接
161,6317,奇幻武器包 – Fantasy Weapon Pack,模型教程,模型教程,2026,未分类,无,failed,yq15189,yunqiaonet,https://www.yunqiaonet.com/goto?down=ZVEvQi9tbjBxZ2tpcWJjbWZaUjlSVWZoeWdDaCtCZnQ,,待补链接
162,78495,Photoshop数字绘画完全指南：从入门到专业,Photoshop教程,Photoshop教程,2026,教程课程,无,failed,yq15186,yunqiaonet,https://www.yunqiaonet.com/goto?down=V0p0UTg0QlRFaC9TYW42ZmYwYjdiRk80WWExWEJtWVk,,待补链接
163,78215,火箭 VFX – Rocket VFX,合成教程,合成教程,2026,未分类,无,failed,yq15185,yunqiaonet,https://www.yunqiaonet.com/goto?down=Y3NBbU0xMW11eFhTYW42ZmYwYjdiRk80WWExWEJtWVk,,待补链接
164,78490,Autodesk AutoCAD MEP 2027 x64 中英文版 + Offline Helps,软件教程,软件教程,2026,软件插件,无,failed,,yunqiaonet,https://www.yunqiaonet.com/goto?down=YWsyeWhOd2JGbTNTYW42ZmYwYjdiRk80WWExWEJtWVk,,待补链接
165,78374,Maya硬表面建模三部曲（2）：扳手模型制作与高级贴图技法,贴图教程、模型教程、Maya教程,Maya教程,2026,教程课程,无,failed,yq15135,yunqiaonet,https://www.yunqiaonet.com/goto?down=dHdWb3ErZG45VWJTYW42ZmYwYjdiRk80WWExWEJtWVk,,待补链接
166,78415,Sound Ideas 出品风声音效素材包,合成素材、音效素材、模型素材,综合素材,2026,合成元素、配乐音效,无,failed,yq15162,yunqiaonet,https://www.yunqiaonet.com/goto?down=aWZEdW1vMVU4N2VncWVGZlJwWEpoTUs2SGIybVlTcDc,,待补链接
167,6328,废弃的工业废墟 – 废弃的绿洲 – Deserted Industrial Ruins – Abandoned Oasis,模型教程,模型教程,2026,未分类,无,failed,yq15178,yunqiaonet,https://www.yunqiaonet.com/goto?down=a25XUjBpRDJteElpcWJjbWZaUjlSVWZoeWdDaCtCZnQ,,待补链接
168,77360,从概念到AAA级次世代生物游戏角色创作全流程,模型教程,模型教程,2026,教程课程,无,failed,yq15067,yunqiaonet,https://www.yunqiaonet.com/goto?down=YTZybGFoZExSN2JTYW42ZmYwYjdiRk80WWExWEJtWVk,,待补链接
169,78346,255种高质量法术魔法咒语音效：从召唤术到黑暗咒语，一应俱全,合成素材、音效素材,综合素材,2026,合成元素、配乐音效,无,failed,yq15129,yunqiaonet,https://www.yunqiaonet.com/goto?down=S3YzdzVDUzNrTFNncWVGZlJwWEpoTUs2SGIybVlTcDc,,待补链接
170,78210,科幻野兽包 – SciFi Beasts Pack,模型教程,模型教程,2026,未分类,无,failed,yq15171,yunqiaonet,https://www.yunqiaonet.com/goto?down=elFHa3V1am5IOURTYW42ZmYwYjdiRk80WWExWEJtWVk,,待补链接
171,6275,科幻深海巨兽机械鲸鱼潜艇模型带动画 – Whale submarine,模型素材,模型素材,2026,模型,无,failed,yq15170,yunqiaonet,https://www.yunqiaonet.com/goto?down=V3NsS0p5WFJHeUlpcWJjbWZaUjlSVWZoeWdDaCtCZnQ,,待补链接
172,78372,Maya硬表面建模三部曲（1）：硬表面建模入门：螺丝刀案例,模型教程、Maya教程,Maya教程,2026,教程课程,无,failed,yq15135,yunqiaonet,https://www.yunqiaonet.com/goto?down=b3BUZ2xMTkZFb0RTYW42ZmYwYjdiRk80WWExWEJtWVk,,待补链接
173,78353,Substance Painter进行NPR风格化动漫角色纹理制作,贴图教程、模型教程、Substance教程,Substance教程,2026,教程课程,无,failed,yq15167,yunqiaonet,https://www.yunqiaonet.com/goto?down=U2IvY292Z0tVclBTYW42ZmYwYjdiRk80WWExWEJtWVk,,待补链接
174,77261,高效构建真实感3D角色的完整指南,模型教程,模型教程,2026,教程课程,无,failed,yq15036,yunqiaonet,https://www.yunqiaonet.com/goto?down=c2dDT1RwQiswYi9TYW42ZmYwYjdiRk80WWExWEJtWVk,,待补链接
175,78418,Unreal Engine 5.7 终极 RE9 游戏环境教程：从建模到烘焙光照全流程,UE教程、模型教程,综合教程,2026,教程课程,无,failed,yq15166,yunqiaonet,https://www.yunqiaonet.com/goto?down=UFVyZzBnV3N0Y09ncWVGZlJwWEpoTUs2SGIybVlTcDc,,待补链接
176,78305,Houdini | 帆布材质模拟 | Houdini 场景文件,贴图素材、模型素材、Houdini素材,Houdini素材,2026,材质贴图,无,failed,yq15117,yunqiaonet,https://www.yunqiaonet.com/goto?down=SWRaTUtiTC9ML1hTYW42ZmYwYjdiRk80WWExWEJtWVk,,待补链接
177,78168,动感音乐第二卷 – Action Music Vol. II,音效素材,音效素材,2026,配乐音效,无,failed,yq15163,yunqiaonet,https://www.yunqiaonet.com/goto?down=M2hiSjcxVlBpOWZTYW42ZmYwYjdiRk80WWExWEJtWVk,,待补链接
178,6278,越野车包 – Buggy Vehicles Pack,模型教程,模型教程,2026,未分类,无,failed,yq15161,yunqiaonet,https://www.yunqiaonet.com/goto?down=cVFyZndUeEVlRllpcWJjbWZaUjlSVWZoeWdDaCtCZnQ,,待补链接
179,6279,模块化士兵 – Modular Soldier OPB Full,模型教程,模型教程,2026,未分类,无,failed,yq15160,yunqiaonet,https://www.yunqiaonet.com/goto?down=d2xSbW5BOTJWOXNpcWJjbWZaUjlSVWZoeWdDaCtCZnQ,,待补链接
180,78229,角色定制：雇佣兵包 – Character Customization: Mercenary Soldiers Pack,模型素材,模型素材,2026,模型,无,failed,yq15159,yunqiaonet,https://www.yunqiaonet.com/goto?down=SFZVaG4vUm9GekRTYW42ZmYwYjdiRk80WWExWEJtWVk,,待补链接
181,78362,从零到生产级：一门打通Python全栈技能的实战课程,软件教程,软件教程,2026,教程课程,无,failed,,yunqiaonet,https://www.yunqiaonet.com/goto?down=cVVPR3hUdCtZMS9TYW42ZmYwYjdiRk80WWExWEJtWVk,,待补链接
182,78360,AutoCAD从入门到精通：覆盖2D/3D与实战项目的完整指南,软件教程,软件教程,2026,教程课程,无,failed,yq15132,yunqiaonet,https://www.yunqiaonet.com/goto?down=Mm81STdEeFJnWEhTYW42ZmYwYjdiRk80WWExWEJtWVk,,待补链接
183,78341,从零到一：Python机器学习全路径指南,AI教程、软件教程,综合教程,2026,教程课程,无,failed,,yunqiaonet,https://www.yunqiaonet.com/goto?down=VUxTUlpuOTVwS1hTYW42ZmYwYjdiRk80WWExWEJtWVk,,待补链接
184,78188,射击游戏程序瞄准 – Shooter Procedural Aiming,综合教程,综合教程,2026,未分类,无,failed,yq15126,yunqiaonet,https://www.yunqiaonet.com/goto?down=bUkyWExYRHlYZHpTYW42ZmYwYjdiRk80WWExWEJtWVk,,待补链接
185,6199,动作音乐第三卷 – Action Music Vol. III,音效素材,音效素材,2026,配乐音效,无,failed,yq15121,yunqiaonet,https://www.yunqiaonet.com/goto?down=NzdHcVlWbnpOaUlpcWJjbWZaUjlSVWZoeWdDaCtCZnQ,,待补链接
186,6198,动作音乐第四卷 – Action Music Vol. IV,音效素材,音效素材,2026,配乐音效,无,failed,yq15120,yunqiaonet,https://www.yunqiaonet.com/goto?down=cjVlSW9OeTZCQXdpcWJjbWZaUjlSVWZoeWdDaCtCZnQ,,待补链接
